IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300025361,Aquatic,Non-marine Saline and Alkaline,445773,272860,254406,314935,16.86121929
3300024956,Aquatic,Freshwater,477971,376877,310239,414996,16.85648586
3300024954,Aquatic,Freshwater,395097,264952,38980,273220,16.8286852
3300010054,Aquatic,Marine,476794,227652,240126,353001,16.82553719
3300025431,Aquatic,Marine,462927,363102,8321,364120,16.82145421
3300007912,Host-associated,Human,53078,8079,35927,36378,16.81078794
3300013000,Host-associated,Fungi,473526,75625,96585,105902,16.81043155
3300027022,Engineered,Lab enrichment,230657,159995,65105,166553,16.80981324
3300008418,Host-associated,Human,470895,132668,261776,276548,16.80374645
3300010275,Host-associated,Animal,468859,190515,136716,200730,16.80111685
3300011181,Aquatic,Non-marine Saline and Alkaline,478045,287491,254669,321341,16.80025904
3300012055,Host-associated,Fungi,483257,6653,6441,11859,16.7980565
3300026963,Engineered,Lab enrichment,242808,119693,61111,139257,16.79322923
3300025497,Terrestrial,Deep subsurface,144258,110747,39232,114544,16.78833134
3300008436,Host-associated,Human,586700,530761,491294,550239,16.78743459
3300026703,Engineered,Lab enrichment,423559,361338,279445,385583,16.78687999
3300025440,Aquatic,Thermal springs,405009,229524,58579,252546,16.77701133
3300012100,Host-associated,Fungi,484018,21971,5547,26446,16.77293163
3300026289,Engineered,Wastewater,383379,282260,40793,301576,16.76579173
3300023301,Aquatic,Non-marine Saline and Alkaline,388219,4650,9023,11639,16.76413217
3300024940,Aquatic,Freshwater,416717,354803,249459,378839,16.76393651
3300010285,Engineered,Bioreactor,406311,217752,50248,226556,16.76286988
3300026961,Engineered,Lab enrichment,326147,240267,9117,245872,16.75750184
3300020145,Aquatic,Thermal springs,454041,379474,24531,380202,16.75692894
3300026112,Aquatic,Marine,474914,368201,348004,374044,16.75599968
3300026863,Host-associated,Microbial,317995,15643,133877,143194,16.75535474
3300008617,Host-associated,Human,422942,270957,278461,288854,16.74682172
3300012029,Aquatic,Non-marine Saline and Alkaline,473865,301060,239591,319998,16.74547154
3300012800,Host-associated,Birds,434412,228933,368742,416646,16.74544409
3300011224,Engineered,Built environment,871357,703659,670646,754170,16.73612979
3300027296,Host-associated,Plants,456432,122212,322992,327224,16.73440036
3300024928,Aquatic,Freshwater,407829,322483,149507,338776,16.73084496
3300024927,Aquatic,Freshwater,392416,292431,136019,303851,16.72951998
3300026098,Aquatic,Marine,465883,259753,245512,267079,16.72781572
3300026113,Aquatic,Marine,465414,321369,298533,326073,16.7247094
3300012262,Aquatic,Non-marine Saline and Alkaline,480023,257970,224543,291406,16.7075314
3300012810,Host-associated,Birds,440134,396493,203417,418657,16.7044078
3300025675,Aquatic,Non-marine Saline and Alkaline,458242,363697,75473,377465,16.70023013
3300010266,Host-associated,Animal,464330,258557,136134,273407,16.6987563
3300017419,Aquatic,Thermal springs,476062,13340,10113,20697,16.69104645
3300025515,Terrestrial,Deep subsurface,145467,86347,34028,88421,16.69086324
3300010279,Host-associated,Animal,469228,170879,113935,196996,16.69019665
3300007087,Host-associated,Human,252661,198193,228036,232383,16.68916753
3300024939,Aquatic,Freshwater,410122,320841,200216,330408,16.68867324
3300027666,Host-associated,Plants,462034,261442,278552,282296,16.688657
3300026096,Aquatic,Marine,464412,288192,272217,296904,16.68847172
3300011529,Engineered,Built environment,948107,700926,676317,763138,16.68768295
3300014094,Engineered,Built environment,831354,710815,671280,738226,16.68743577
3300017399,Aquatic,Freshwater,450643,257186,41490,261463,16.6766524
3300026288,Engineered,Wastewater,392205,299008,250279,328245,16.67361919
3300020128,Host-associated,Arthropoda,463280,376652,16605,384326,16.67325372
3300025351,Aquatic,Non-marine Saline and Alkaline,447691,292868,265313,328357,16.66795462
3300012103,Aquatic,Non-marine Saline and Alkaline,473697,302948,255827,328092,16.66102247
3300012031,Aquatic,Non-marine Saline and Alkaline,487118,86675,8408,87608,16.65799097
3300024949,Aquatic,Freshwater,412159,320735,53464,328233,16.6464716
3300011776,Engineered,Built environment,825899,695447,604394,714925,16.6463148
3300012601,Engineered,Built environment,683630,624358,642109,659304,16.63738527
3300012121,Aquatic,Non-marine Saline and Alkaline,481078,256112,224602,290255,16.6251904
3300026227,Air,Outdoor Air,413003,344273,348085,373214,16.62463934
3300011157,Engineered,Built environment,790462,723366,704539,754308,16.62157978
3300024945,Aquatic,Freshwater,475392,416798,317998,436714,16.60414684
3300024948,Aquatic,Freshwater,408453,338260,110571,348676,16.6007606
3300024963,Aquatic,Freshwater,409026,300256,199920,309200,16.58936129
3300024919,Aquatic,Freshwater,396154,338138,184646,348647,16.58617433
3300012111,Aquatic,Non-marine Saline and Alkaline,483534,287570,248198,322111,16.584062
3300007313,Host-associated,Human,471430,336015,383182,388621,16.5797219
3300013018,Terrestrial,Deep subsurface,413258,265977,308318,335240,16.57697988
3300011590,Engineered,Built environment,838425,735996,713412,755366,16.57435152
3300009156,Host-associated,Plants,466723,10752,14452,24663,16.57141453
3300024937,Aquatic,Freshwater,409380,364129,259802,373793,16.55979723
3300007838,Host-associated,Human,69078,7568,37441,37513,16.55493973
3300011202,Engineered,Built environment,640293,409887,452681,463217,16.55472746
3300025091,Aquatic,Freshwater,457191,223028,11466,226197,16.55420802
3300026969,Engineered,Lab enrichment,384384,276323,270875,311899,16.55406492
3300012801,Terrestrial,Soil,452584,432021,321438,441814,16.55387195
3300025347,Aquatic,Non-marine Saline and Alkaline,466811,118484,222414,277624,16.54235324
3300022822,Aquatic,Non-marine Saline and Alkaline,475519,150487,19745,152048,16.54045957
3300025433,Aquatic,Non-marine Saline and Alkaline,450776,223111,7228,225142,16.53978502
3300024966,Aquatic,Freshwater,475488,367403,258777,388255,16.53280597
3300024930,Aquatic,Freshwater,389927,330934,253396,341423,16.52901524
3300011177,Aquatic,Non-marine Saline and Alkaline,480407,294330,252940,324912,16.5226121
3300021306,Host-associated,Mammals,467107,328015,281254,389473,16.5220466
3300003364,Terrestrial,Deep subsurface,397993,378169,12752,379175,16.51725175
3300010260,Host-associated,Animal,464560,325386,309812,352507,16.5127914
3300026282,Engineered,Wastewater,363298,304649,240495,328206,16.51079066
3300012109,Aquatic,Non-marine Saline and Alkaline,484523,287743,254013,323141,16.5086122
3300012106,Aquatic,Non-marine Saline and Alkaline,476815,347181,290249,369351,16.50592522
3300012128,Aquatic,Non-marine Saline and Alkaline,450780,226265,172127,248160,16.49439997
3300011630,Engineered,Built environment,785056,740863,724524,748614,16.48486824
3300024957,Aquatic,Freshwater,413351,294994,157862,305240,16.48329672
3300026627,Aquatic,Thermal springs,458707,380387,77663,383174,16.48329432
3300025272,Host-associated,Plants,470303,423345,80940,431639,16.48225362
3300017401,Aquatic,Freshwater,441999,171690,15393,173865,16.4690012
3300012027,Aquatic,Non-marine Saline and Alkaline,479355,245878,208345,276019,16.46461531
3300010281,Engineered,Bioreactor,407878,172550,44398,180908,16.46082662
3300025038,Aquatic,Marine,479286,341316,283272,369987,16.45222952
3300012025,Aquatic,Non-marine Saline and Alkaline,483650,309002,269778,341739,16.4455508
3300013924,Engineered,Built environment,765571,679891,666964,690876,16.44327864
3300008431,Host-associated,Human,67078,18823,48417,49151,16.44318147
3300025037,Aquatic,Marine,485463,327894,215098,366078,16.44001331
3300011511,Engineered,Built environment,790836,324094,650668,688834,16.43762898
3300026097,Aquatic,Non-marine Saline and Alkaline,452849,1644,534,1726,16.43403509
3300008668,Host-associated,Human,135057,80236,93331,96658,16.43374826
3300012127,Aquatic,Non-marine Saline and Alkaline,477230,254034,215839,285453,16.43323463
3300024921,Aquatic,Freshwater,409070,357060,80856,364143,16.42822537
3300012030,Aquatic,Non-marine Saline and Alkaline,484530,247324,195806,259220,16.41597638
3300011552,Engineered,Built environment,834760,753676,709405,773303,16.41494994
3300011171,Aquatic,Non-marine Saline and Alkaline,481987,331638,279227,360743,16.4036287
3300019375,Host-associated,Mammals,394253,81826,7683,87575,16.40287205
3300012147,Aquatic,Non-marine Saline and Alkaline,486058,64510,5295,65159,16.39473861
3300012028,Aquatic,Non-marine Saline and Alkaline,481297,288440,239278,319725,16.3782598
3300026284,Engineered,Wastewater,478826,369225,315872,403593,16.37621779
3300012114,Aquatic,Non-marine Saline and Alkaline,472251,246230,201263,277244,16.37390583
3300027319,Engineered,Lab enrichment,469401,420617,354497,436247,16.3718138
3300025531,Aquatic,Marine,477325,33056,5311,35749,16.36924194
3300026647,Engineered,Lab enrichment,342154,243628,138156,284408,16.36762167
3300027873,Host-associated,Plants,476382,10579,21823,31729,16.36596495
3300012265,Aquatic,Non-marine Saline and Alkaline,473697,233415,200479,264821,16.36064127
3300024965,Aquatic,Freshwater,478337,408840,303340,432339,16.35904806
3300026561,Aquatic,Non-marine Saline and Alkaline,459819,338502,93644,367826,16.35870613
3300025360,Aquatic,Thermal springs,297547,171253,34410,178796,16.34932618
3300026977,Engineered,Lab enrichment,396631,268030,133251,324808,16.34548996
3300012115,Aquatic,Non-marine Saline and Alkaline,476447,232127,195802,263179,16.34434487
3300027051,Engineered,Lab enrichment,460873,309334,9979,318128,16.32262105
3300011521,Engineered,Built environment,882766,690427,669669,714780,16.32157749
3300026736,Terrestrial,Deep subsurface,491084,214285,319956,330820,16.31175373
3300012107,Aquatic,Non-marine Saline and Alkaline,481854,296964,255784,331584,16.30753445
3300024916,Aquatic,Freshwater,403131,358994,255161,370293,16.30597206
3300006192,Aquatic,Freshwater,481264,60979,106482,124495,16.28494188
3300026897,Host-associated,Microbial,416803,86937,66076,112926,16.27433354
3300012110,Aquatic,Non-marine Saline and Alkaline,475025,257859,212693,287526,16.27091702
3300027414,Aquatic,Freshwater,317447,293504,296549,300002,16.26632295
3300010283,Host-associated,Animal,470131,173243,100680,187389,16.26598558
3300011802,Engineered,Built environment,843982,676311,678913,706554,16.26425943
3300027415,Aquatic,Freshwater,313919,287988,290706,294134,16.25286625
3300026885,Aquatic,Thermal springs,457237,395356,126773,399925,16.25241948
3300025512,Terrestrial,Deep subsurface,131831,99015,45685,102608,16.24491814
3300012118,Aquatic,Non-marine Saline and Alkaline,459804,253078,205695,280539,16.24021995
3300027365,Terrestrial,Deep subsurface,457370,55382,105276,110697,16.23415608
3300012997,Host-associated,Fungi,469466,378930,392813,396670,16.22939675
3300017385,Aquatic,Thermal springs,455106,197864,63213,240800,16.22799379
3300023113,Aquatic,Non-marine Saline and Alkaline,474986,270321,211734,295189,16.22490019
3300025511,Terrestrial,Deep subsurface,126768,72886,51481,89678,16.21392994
3300008124,Host-associated,Human,35836,3053,29702,29746,16.21026005
3300027356,Engineered,Lab enrichment,472128,456765,233825,462917,16.20584574
3300007251,Host-associated,Human,38541,1674,22082,22315,16.19525392
3300011179,Aquatic,Non-marine Saline and Alkaline,478187,361813,264332,377130,16.19282744
3300008719,Host-associated,Human,67003,27237,59871,59890,16.19227275
3300025465,Aquatic,Marine,470924,69873,3566,71142,16.18786036
3300008678,Host-associated,Human,71512,27431,61919,62045,16.18377771
3300012097,Host-associated,Fungi,482921,116581,430088,433097,16.17980454
3300011520,Engineered,Built environment,843329,663897,732225,736071,16.17968392
3300027344,Engineered,Lab enrichment,471922,460976,337364,465371,16.16561882
3300024934,Aquatic,Freshwater,473514,424626,298208,436855,16.16283583
3300024912,Aquatic,Freshwater,407427,371641,84462,377124,16.1602283
3300012796,Terrestrial,Soil,434865,424196,94009,428248,16.15225733
3300007884,Host-associated,Human,52532,3438,33160,33198,16.15143935
3300027348,Engineered,Lab enrichment,466639,455440,245390,459513,16.14226913
3300014897,Engineered,Built environment,892459,714577,673041,736170,16.13104696
3300007002,Host-associated,Human,55431,9035,40586,40652,16.12887834
3300007826,Host-associated,Human,120872,106752,108502,108647,16.12433796
3300021540,Host-associated,Mammals,449798,182753,13878,189966,16.12158386
3300012095,Host-associated,Fungi,485122,9390,107924,112703,16.11264317
3300027343,Engineered,Lab enrichment,465997,453761,149413,457948,16.11113709
3300011163,Engineered,Built environment,748488,673819,667723,689171,16.10940908
3300024932,Aquatic,Freshwater,477584,353561,276246,431003,16.10659748
3300013340,Engineered,Built environment,951803,860842,842062,874331,16.10539725
3300027346,Engineered,Lab enrichment,465582,455062,342338,459588,16.10500489
3300011169,Aquatic,Non-marine Saline and Alkaline,483834,359210,281532,382314,16.1042727
3300027353,Engineered,Lab enrichment,474549,462672,352789,467767,16.10425334
3300014603,Engineered,Built environment,789246,711344,728953,746337,16.10391621
3300024924,Aquatic,Freshwater,473071,433875,318725,445513,16.10067088
3300012996,Host-associated,Fungi,472449,352517,378621,382575,16.09645677
3300017394,Aquatic,Freshwater,468352,180974,23958,187756,16.09600927
3300025510,Terrestrial,Deep subsurface,253640,179540,83623,185371,16.0917534
3300022177,Engineered,Modeled,379602,257174,56805,283010,16.08309497
3300026825,Host-associated,Microbial,480957,362583,236865,379637,16.07826636
3300014687,Engineered,Built environment,934575,809117,449470,851224,16.07457886
3300025489,Terrestrial,Deep subsurface,182390,162308,41423,166851,16.07313169
3300024955,Aquatic,Freshwater,478012,330995,244495,350685,16.07250978
3300024891,Aquatic,Freshwater,390490,181796,120313,194710,16.07094446
3300014012,Engineered,Built environment,939533,694244,700425,721888,16.06215
3300002092,Aquatic,Freshwater,431265,57330,1647,58130,16.06127413
3300013375,Engineered,Built environment,942467,609104,706110,732524,16.05289195
3300014900,Engineered,Built environment,953842,155145,748173,755982,16.04731351
3300025490,Terrestrial,Deep subsurface,292752,261951,69724,268186,16.04655844
3300022826,Aquatic,Non-marine Saline and Alkaline,482856,317115,6662,317196,16.04643991
3300022828,Aquatic,Non-marine Saline and Alkaline,345901,66005,7902,66208,16.04572367
3300027340,Engineered,Lab enrichment,472420,460675,324663,465467,16.03431004
3300027345,Engineered,Lab enrichment,472338,462182,359456,466400,16.02314645
3300027358,Engineered,Lab enrichment,472875,462879,366506,467263,16.02036683
3300011151,Engineered,Built environment,839292,737184,676347,754607,16.01863219
3300013703,Engineered,Built environment,881337,671016,687949,708273,16.01380408
3300006501,Host-associated,Human,37229,1816,31018,31082,16.01277412
3300024959,Aquatic,Freshwater,457213,352243,89727,358481,16.01169816
3300011749,Engineered,Built environment,732360,687380,683144,706324,16.0099878
3300027351,Engineered,Lab enrichment,466944,456768,359326,462378,16.00329297
3300024909,Aquatic,Freshwater,476339,457386,227056,463642,15.99839707
3300002544,Terrestrial,Deep subsurface,363390,345516,11295,346136,15.99164293
3300007904,Host-associated,Human,61600,23474,54861,55090,15.98905507
3300006246,Host-associated,Human,58849,14051,43902,45392,15.98763232
3300024933,Aquatic,Freshwater,475752,445086,264084,456017,15.98557418
3300024918,Aquatic,Freshwater,410921,316899,88149,322407,15.97762415
3300025492,Terrestrial,Deep subsurface,141268,103463,55508,118363,15.9650297
3300006021,Host-associated,Plants,475301,256958,349773,363267,15.95004281
3300011803,Engineered,Built environment,947771,752206,492740,778092,15.94880034
3300027322,Engineered,Lab enrichment,472017,456178,337195,462400,15.9417082
3300027352,Engineered,Lab enrichment,468753,457075,151958,460302,15.93740638
3300017397,Aquatic,Thermal springs,476428,24776,59211,82140,15.92977015
3300007903,Host-associated,Human,39076,3088,28976,29077,15.92551731
3300021279,Host-associated,Mammals,434582,229685,181494,267176,15.92462409
3300024953,Aquatic,Freshwater,476718,442960,324402,456151,15.91937444
3300013713,Engineered,Built environment,844405,673948,600519,683887,15.91238825
3300024952,Aquatic,Freshwater,414059,324581,213618,332715,15.90659219
3300024941,Aquatic,Freshwater,396790,286137,187148,297629,15.90452546
3300025371,Aquatic,Non-marine Saline and Alkaline,402840,283546,77143,287842,15.90357554
3300027349,Engineered,Lab enrichment,465479,454750,344750,460038,15.89235733
3300008718,Host-associated,Human,234652,203131,218025,219478,15.88876874
3300007745,Host-associated,Human,44967,3245,27967,28044,15.88708956
3300026851,Engineered,Lab synthesis,471856,73131,99440,112148,15.87633756
3300003375,Aquatic,Freshwater,319249,71101,2194,71723,15.87511111
3300027316,Engineered,Lab enrichment,472420,458186,344904,462704,15.87190485
3300024936,Aquatic,Freshwater,474512,425121,67228,431231,15.86598509
3300008214,Host-associated,Annelida,441218,68172,11258,71275,15.86386626
3300025491,Terrestrial,Deep subsurface,298788,255751,64046,262608,15.86124944
3300011358,Engineered,Built environment,945821,240787,341334,371511,15.84847629
3300011488,Engineered,Built environment,753351,692354,714860,720385,15.84436927
3300026987,Engineered,Lab enrichment,382591,67595,20621,78460,15.83942277
3300024944,Aquatic,Freshwater,467972,363915,295159,396109,15.83040079
3300011754,Engineered,Built environment,803223,716958,674249,724229,15.82383213
3300027355,Engineered,Lab enrichment,470079,456004,369607,463565,15.81316822
3300012065,Host-associated,Fungi,484120,171863,402835,417060,15.81109655
3300007738,Host-associated,Human,55935,9808,44581,44620,15.80949725
3300014574,Aquatic,Freshwater,396636,327233,5532,330084,15.80732152
3300027009,Host-associated,Algae,447733,144460,1606,145545,15.80639498
3300011144,Engineered,Built environment,794741,693541,674369,709693,15.79169067
3300024926,Aquatic,Freshwater,394573,313866,223798,321964,15.78621959
3300024951,Aquatic,Freshwater,476790,400627,240028,409716,15.78412967
3300012994,Host-associated,Fungi,472061,38153,377351,378075,15.77625217
3300025374,Aquatic,Non-marine Saline and Alkaline,405756,160752,86985,200081,15.77137404
3300026882,Aquatic,Thermal springs,463502,160711,21725,161843,15.76937633
3300012026,Aquatic,Non-marine Saline and Alkaline,480289,243115,183975,262907,15.76917019
3300027350,Engineered,Lab enrichment,463875,453002,354945,458203,15.75579059
3300007928,Host-associated,Human,41850,1752,32193,32326,15.75374252
3300025343,Engineered,Lab enrichment,442604,278026,290293,329571,15.75009043
3300012797,Host-associated,Birds,431338,397718,350611,406785,15.74956179
3300023292,Aquatic,Non-marine Saline and Alkaline,479062,294552,4296,294580,15.73964917
3300012791,Terrestrial,Soil,461511,455078,175460,458923,15.730254
3300002091,Aquatic,Freshwater,424390,78350,7525,81083,15.72413508
3300012104,Aquatic,Non-marine Saline and Alkaline,462227,239036,177561,259523,15.71609476
3300010261,Host-associated,Animal,467663,140511,112537,157046,15.71112818
3300014675,Engineered,Built environment,773786,672390,642985,697389,15.68059144
3300007054,Host-associated,Human,422459,327186,301354,334307,15.66336957
3300012244,Engineered,Built environment,781531,638027,695529,722898,15.65785092
3300017921,Terrestrial,Deep subsurface,454971,217124,262627,272478,15.65527461
3300012101,Host-associated,Fungi,484410,89269,9257,95861,15.62905422
3300006915,Host-associated,Annelida,455494,44616,7094,48411,15.59878349
3300027262,Host-associated,Algae,461320,162386,3895,164979,15.59614889
3300026797,Host-associated,Microbial,468218,25611,20618,33764,15.59593182
3300024922,Aquatic,Freshwater,473070,418818,279924,429196,15.59415495
3300013986,Engineered,Built environment,778376,677379,666405,682643,15.59047759
3300011454,Engineered,Built environment,943687,815858,208147,827694,15.58991927
3300027907,Host-associated,Plants,472544,2274,14429,15449,15.58456317
3300027934,Engineered,Lab synthesis,460156,90648,119988,128287,15.5793432
3300006889,Host-associated,Annelida,436005,34022,5962,37187,15.56905325
3300008432,Host-associated,Human,48298,6440,32145,32441,15.55545992
3300026100,Aquatic,Marine,476473,358210,333455,362625,15.55450504
3300026907,Engineered,Lab synthesis,458059,341450,393277,414062,15.53798615
3300013020,Terrestrial,Deep subsurface,415632,297072,333973,340898,15.53721953
3300011152,Engineered,Built environment,814311,772916,747655,778283,15.52613586
3300027354,Engineered,Lab enrichment,472477,460026,386017,466981,15.52147515
3300024305,Terrestrial,Soil,467139,382779,380688,391252,15.5204998
3300025394,Aquatic,Marine,473350,39054,3755,40643,15.51810233
3300026821,Aquatic,Thermal springs,487425,153145,65972,155800,15.51387275
3300024911,Aquatic,Freshwater,478410,441661,61241,446940,15.51350145
3300017920,Terrestrial,Deep subsurface,444557,189479,260994,274900,15.5028304
3300012250,Aquatic,Non-marine Saline and Alkaline,460015,210361,143338,225497,15.48291721
3300011453,Engineered,Built environment,946433,0,647947,647947,15.4778081
3300011451,Engineered,Built environment,763240,728029,720451,738277,15.47732785
3300021295,Host-associated,Mammals,447727,17195,14847,28491,15.46011362
3300013649,Engineered,Built environment,928042,834514,841508,857943,15.45408781
3300006725,Host-associated,Human,43260,4436,27518,27524,15.4494429
3300025028,Aquatic,Marine,478432,440473,389711,450696,15.44333014
3300024925,Aquatic,Freshwater,426641,395434,121993,399414,15.44237863
3300024903,Aquatic,Freshwater,476865,462516,322756,469349,15.43898032
3300014678,Engineered,Built environment,817491,488468,586942,629484,15.41687607
3300007365,Host-associated,Human,39028,3067,31941,32041,15.41264551
3300021300,Host-associated,Mammals,442725,175073,9091,182123,15.40939371
3300008657,Host-associated,Human,640029,439027,442207,453895,15.40465724
3300008349,Host-associated,Human,60947,9047,35817,36204,15.39822001
3300017919,Terrestrial,Deep subsurface,460556,231214,370637,380022,15.38102929
3300013812,Engineered,Built environment,770762,745713,729512,755427,15.3667481
3300012217,Engineered,Built environment,770201,732274,734377,745916,15.36100568
3300002098,Aquatic,Freshwater,445887,44080,1843,45066,15.34746995
3300024907,Aquatic,Freshwater,472138,438427,94751,444027,15.32527661
3300024908,Aquatic,Freshwater,476108,442553,106779,447961,15.32417872
3300025380,Aquatic,Non-marine Saline and Alkaline,456367,302589,9070,305853,15.31853951
3300024902,Aquatic,Freshwater,474627,403894,91647,408409,15.30572344
3300024920,Aquatic,Freshwater,473514,394080,276000,405377,15.29125748
3300007868,Host-associated,Human,52685,6082,33955,35348,15.28119745
3300025024,Aquatic,Marine,485073,216024,257301,276206,15.27365101
3300008213,Host-associated,Annelida,461600,12825,2339,13217,15.26965501
3300024898,Aquatic,Freshwater,477491,439298,38019,445096,15.26133352
3300022137,Engineered,Bioreactor,460993,412943,51850,423884,15.25496271
3300013016,Terrestrial,Deep subsurface,418221,332169,378457,380406,15.25240704
3300012789,Terrestrial,Soil,459902,454307,420880,457507,15.24388645
3300024914,Aquatic,Freshwater,477484,396525,40370,402087,15.23681046
3300027321,Engineered,Lab enrichment,472680,460358,391960,466342,15.22770728
3300006272,Host-associated,Human,50675,4749,32931,32991,15.22749114
3300026620,Terrestrial,Deep subsurface,470956,291112,283215,326786,15.22094784
3300026875,Host-associated,Mammals,456761,519,4121,4399,15.21427555
3300011170,Aquatic,Non-marine Saline and Alkaline,472954,214660,138691,227639,15.19731603
3300006491,Host-associated,Human,38436,5695,29956,30212,15.15721276
3300024935,Aquatic,Freshwater,463311,365776,282580,378092,15.1517656
3300020025,Terrestrial,Deep subsurface,487414,268577,392140,401136,15.14729079
3300026840,Host-associated,Algae,467029,397807,414870,433173,15.13637309
3300003839,Aquatic,Thermal springs,446708,430812,232669,435102,15.11017618
3300027317,Engineered,Lab enrichment,470094,435243,439791,457823,15.10625258
3300025341,Aquatic,Thermal springs,466334,450431,265526,454337,15.07404258
3300003483,Aquatic,Thermal springs,455985,439807,240722,445089,15.0739263
3300007929,Host-associated,Human,48673,7597,37121,37133,15.06535819
3300024905,Aquatic,Freshwater,477328,376215,110597,436111,15.0505734
3300010259,Host-associated,Animal,407872,133970,109615,143609,15.02527632
3300024917,Aquatic,Freshwater,462645,367713,110752,374499,14.97412595
3300008711,Host-associated,Human,412592,315598,382570,383085,14.97380493
3300021288,Host-associated,Mammals,456294,325509,4266,328770,14.96021944
3300008623,Host-associated,Human,124820,75845,103876,105462,14.90027805
3300025486,Terrestrial,Deep subsurface,131590,98169,89165,108345,14.88545083
3300014578,Engineered,Built environment,729528,572326,422861,582874,14.86320043
3300024938,Aquatic,Freshwater,476692,385631,293603,393195,14.86306309
3300026682,Terrestrial,Deep subsurface,452547,360624,333905,369298,14.85550221
3300025485,Terrestrial,Deep subsurface,237990,180873,143453,191102,14.84543376
3300024897,Aquatic,Freshwater,441953,367379,21145,372162,14.79430122
3300026781,Aquatic,Thermal springs,488318,382983,423293,444765,14.77041625
3300008411,Host-associated,Human,9732,5529,6189,6210,14.69406502
3300021285,Host-associated,Mammals,454459,290105,6222,293867,14.66556141
3300007311,Host-associated,Human,243545,197444,195576,198798,14.65647459
3300004269,Aquatic,Thermal springs,458168,388083,427840,439749,14.6309297
3300007307,Host-associated,Human,324128,233870,247093,249048,14.58415236
3300008325,Host-associated,Human,401021,266147,271492,279158,14.56671106
3300026624,Terrestrial,Deep subsurface,447524,288121,278016,309326,14.55906233
3300026776,Aquatic,Thermal springs,487640,370310,420013,437369,14.55668113
3300025362,Aquatic,Non-marine Saline and Alkaline,452307,383060,7587,384690,14.5333146
3300026778,Aquatic,Thermal springs,485721,391589,410548,447007,14.4681238
3300026132,Terrestrial,Soil,321169,18228,1394,19355,14.44889885
3300026777,Aquatic,Thermal springs,484151,217432,416861,447802,14.42036495
3300028324,Engineered,Lab enrichment,457321,420653,455401,455467,14.41460543
3300022146,Engineered,Bioreactor,460833,429817,27400,435592,14.39952711
3300005291,Aquatic,Thermal springs,459130,371671,434306,440740,14.38965847
3300026183,Aquatic,Non-marine Saline and Alkaline,319254,32114,5891,35389,14.38933012
3300013021,Terrestrial,Deep subsurface,421399,183253,203391,219151,14.38587782
3300024899,Aquatic,Freshwater,425237,311751,29507,316056,14.37317813
3300022135,Engineered,Bioreactor,463167,426948,17862,431176,14.35799956
3300007781,Host-associated,Human,74707,28188,51578,51941,14.34990137
3300005850,Aquatic,Thermal springs,483217,411623,443342,466130,14.31046752
3300024900,Aquatic,Freshwater,453587,364831,84893,367943,14.29259816
3300007883,Host-associated,Human,5047,1576,2144,2231,14.23140034
3300026768,Aquatic,Thermal springs,457388,100699,66528,103729,14.18639632
3300010394,Host-associated,Invertebrates,458017,9003,13351,15670,14.09402538
3300006288,Host-associated,Human,249132,175080,183328,190050,13.97434263
3300027928,Terrestrial,Deep subsurface,469267,295531,252977,307605,13.93924557
3300026762,Aquatic,Thermal springs,457893,66461,15188,67118,13.84310432
3300026623,Aquatic,Thermal springs,446763,24887,8462,25501,13.82207103
3300017386,Aquatic,Thermal springs,463674,15554,1592,15725,13.77184075
3300027932,Aquatic,Thermal springs,463744,62154,9407,62914,13.72274071
3300007942,Host-associated,Human,52774,8653,29883,31395,13.15660831
3300025352,Aquatic,Non-marine Saline and Alkaline,307279,158396,126148,176414,13.04985845
3300027614,Host-associated,Plants,288012,9072,9884,17067,12.83358878
3300026949,Terrestrial,Volcanic,437696,188,31,203,12.7703165
3300007303,Host-associated,Human,9499,8711,8965,8972,12.46802564
3300013019,Terrestrial,Deep subsurface,406416,206175,74457,235565,12.38029009
3300007302,Host-associated,Human,20092,2646,15315,15504,12.3548964
3300025344,Engineered,Lab enrichment,457010,216105,113542,227379,12.09276398
3300006677,Host-associated,Human,175629,93605,48470,115270,11.65599678
3300007866,Host-associated,Human,54418,3044,30652,30825,11.57221314
3300007877,Host-associated,Human,11607,8247,8563,9450,11.56268682
3300007040,Host-associated,Human,72337,36859,36041,39096,11.17701171
3300006676,Host-associated,Human,2271,1585,1510,1826,11.03397045
3300007310,Host-associated,Human,152856,66416,76815,80392,10.15817439
3300027376,Terrestrial,Soil,164010,1476,1664,2751,0
3300027908,Terrestrial,Soil,366571,7594,2560,9430,0
3300027887,Aquatic,Marine,232552,3782,430,4013,0
3300027681,Terrestrial,Soil,266181,6164,2600,7970,0
3300012913,Terrestrial,Soil,483454,8817,4249,12134,0
3300027266,Terrestrial,Soil,199230,5788,1612,6984,0
3300023298,Aquatic,Non-marine Saline and Alkaline,480979,145197,7898,145650,NA
3300013934,Engineered,Built environment,780437,672482,641015,684944,NA
3300023435,Aquatic,Non-marine Saline and Alkaline,482882,71669,498,71740,NA
3300012182,Aquatic,Non-marine Saline and Alkaline,483035,206283,80759,218461,NA
3300026157,Terrestrial,Soil,470211,107150,20969,123191,NA
3300025887,Aquatic,Marine,462637,63107,7309,66042,NA
3300017544,Terrestrial,Soil,480211,131691,196012,204665,NA
